"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/french-quarter-wrap-mini-dress?color=001","RachelYW","Cute dress! Size up for bustier girls","Cute dress, made me feel pretty and girly with it on, but in a size XS I felt it was too lowcut and I had a hard time keeping my bra hidden. Should have sized up to an S.","6-May-2020"
"https://www.nuuly.com/products/french-quarter-wrap-mini-dress?color=001","Rachel","Fun wrap dress","Wrap dress, could wear a bra or not. Fits true to size. A little on the shorter side but still comfortable length at my height.","17-Apr-2020"
"https://www.nuuly.com/products/french-quarter-wrap-mini-dress?color=011","RachelYW","Cute dress! Size up for bustier girls","Cute dress, made me feel pretty and girly with it on, but in a size XS I felt it was too lowcut and I had a hard time keeping my bra hidden. Should have sized up to an S.","6-May-2020"
"https://www.nuuly.com/products/french-quarter-wrap-mini-dress?color=011","Rachel","Fun wrap dress","Wrap dress, could wear a bra or not. Fits true to size. A little on the shorter side but still comfortable length at my height.","17-Apr-2020"
"https://www.nuuly.com/products/cropped-straight-painter-jeans?color=012","Smerrell","My new favs","I loved where these pants hit. These look great with a flowy blouse/tank half-tucked in, and...pretty much any other top! Thick enough material where you won’t see through, but airy enough!","15-May-2020"
"https://www.nuuly.com/products/cropped-straight-painter-jeans?color=012","StephMcNeal83","Heritage fit = order two sizes larger.","These were too small, and wasn’t able to wear.","29-Apr-2020"
"https://www.nuuly.com/products/cropped-straight-painter-jeans?color=012","cdillydally","True to size, stretchy","True to size with a figure-hugging high-waisted fit. They were cropped on me (I'm tall! 5'11""). So flattering and comfortable that I can easily see these becoming a favorite of mine","20-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Avadizzy","Perfect shorts","These shorts are the perfect fit and such a great length, They're still stylish while being appropriate","15-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Mandolin","The wash","Levi’s is like that....the blue wash of these was FABULOUS and fit great, this black wash in same size was baggy :/ cute in the right size though!! A summer go-to, purchasing the blue","13-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Lauryn","Gotta love Levi's","The pair I received was brand new, what an honor :) The destroyed style and length were awesome. I got my normal size but they had more of the relaxed baggy look, which is cool but I'm going to try next time with a size down to get a slightly tighter fit.","13-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Paigeeee","go to shorts","Love these! got them in black and the light blue jean they fit great - high waisted and love that they aren't super short. love the cut right about mid thigh. Keeping for sure!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Paigeeee","go to shorts","Love these! got them in black and the light blue jeans the fit great - high waisted and love that they aren't super short. love the cut right about mid thigh. Keeping for sure!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","h3l1ok","PERFECT PAIR","These shorts are comfy and go with everything! They have a bit of a stretch so if you like them fitted I recommend going a size down.","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","jordyyy","SO CUTE, runs super small","I LOVE these shorts and rented them with the intention to buy however the size I ordered was too small. I would suggest sizing up 1 size if you want to order these shorts. Wish I could have worn em!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","YourstylistMC","Comfortable and Cute!","Loving the length. Comfortable! Sized up and they still fit pretty tight as I have an athletic build. If you are hoping for a baggy fit, might not be for you. Super cute tho!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Shannen","So disappointed","I’m so sad about these shorts. I specifically chose this out because they are longer and looked looser - and shorts for me are usually a sensitive subject - I have a small waist but carry my weight in my butt and thighs - I know this so I sized up. But even sizing up I couldn’t even get this over my butt end they were HUGGING my thighs in such an unflattering way. I was so depressed it was really a confidence lowering experience to say the least. If you’re curvy - these aren’t for you, and I’m in that boat. Bummed out. But glad I was able to try these on first before buying online.","9-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","SkyP","So cute and comfy","It was too cold to wear these when I rented these BUT I loved them so much I bought them. I’m too old for short shorts but love the fit of these. They hit mid thigh. I sized up for a slouchier look.","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","FarrellH","Great fit & stretch","Fit super well. Great stretch and length. True to size.","28-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","AZMommy","Boxy, not flattering shorts","I wanted to love these, but they honestly just made me look like I was wearing a box.","27-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","ColeyArnold","Love!","Perfect length for on the go with kids . So comfortable I didn’t have to tug on these at all all day. So good I’m buying!","26-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Missfitts","Great shorts","I normally struggle with Levi’s because they leave a gap from my back to my booty but these didn’t do that they were great! I ended up buying them. Perfect length also","25-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Zayner","Great fit, not too short !","The perfect “short short”! Covers my bum, but is still form fitting and so flattering!","18-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","MBrunsy1","Love","Absolutely love! Buying! Size up in Levi’s always!!","15-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Kcz808","Perfect fit","Great shorts for everyday wear!","14-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Kristinwaslike","Soooo small","Cute on the model but these weren’t just tight they were like impossible to button in a size I normally wear.","5-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Allyh","Odd length is wonderful","I’m obsessed with this mid length short and refuse to give them back. The waist is mid/high rise with only a small gap; good stretch and the dye didn’t stain my skin.","1-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Alinphilly","very distressed","I sized up, hoping to roll these (which wasnt cute), and I wish I got my true size. I think they're more flattering fitting a little tighter / less baggy. I typically wear a 27/28","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","tremendousdynamite","Perfect length shorts, bought em","LOVE these 501s! In the trend of all things mom-jeans, I am so glad to find a pair of mid-thighs that are super flattering, perfect length, perfect leg and waist fit, and have the distressed bottom. They look FANTASTIC with boots or any pair of shoes really, but are the perfect length to elongate your legs without showing all your upper thigh. Huge fan and so glad they are mine to keep!","24-Mar-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","leahandavery","Wow amazing fit","I've never had shorts that don't ride up as little as these ride up. The cut is flattering and although it's stiff denim, they are comfy. If you're between sizes, I'd order a size down though!","22-Mar-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Kenner","Not for big girls","I am a size 32 jeans. I could not get these half way up my legs. There are no stretch in these jean shorts.","11-Mar-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Zekanyr","Big","Way too big for me, could have sized down 2-3 sizes.","27-Feb-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","SaraMaz","Love!","These were perfect. They fit me true to size, with a little wiggle room to look like real vintage Levi’s. I’m always searching for cool but flattering and comfortable shorts for Disneyland days, and these are it! I’m a mom of two, so I like my booty covered and these were a nice length without feeling lame. I am definitely purchasing these. I paired them with a vintage tee and vans.","25-Feb-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=001","Eliza","True to Size, Rigid Denim","TTS, True mid-thigh length, no stretch to the denim","24-Jan-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Avadizzy","Perfect shorts","These shorts are the perfect fit and such a great length, They're still stylish while being appropriate","15-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Mandolin","The wash","Levi’s is like that....the blue wash of these was FABULOUS and fit great, this black wash in same size was baggy :/ cute in the right size though!! A summer go-to, purchasing the blue","13-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Lauryn","Gotta love Levi's","The pair I received was brand new, what an honor :) The destroyed style and length were awesome. I got my normal size but they had more of the relaxed baggy look, which is cool but I'm going to try next time with a size down to get a slightly tighter fit.","13-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Paigeeee","go to shorts","Love these! got them in black and the light blue jean they fit great - high waisted and love that they aren't super short. love the cut right about mid thigh. Keeping for sure!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Paigeeee","go to shorts","Love these! got them in black and the light blue jeans the fit great - high waisted and love that they aren't super short. love the cut right about mid thigh. Keeping for sure!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","h3l1ok","PERFECT PAIR","These shorts are comfy and go with everything! They have a bit of a stretch so if you like them fitted I recommend going a size down.","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","jordyyy","SO CUTE, runs super small","I LOVE these shorts and rented them with the intention to buy however the size I ordered was too small. I would suggest sizing up 1 size if you want to order these shorts. Wish I could have worn em!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","YourstylistMC","Comfortable and Cute!","Loving the length. Comfortable! Sized up and they still fit pretty tight as I have an athletic build. If you are hoping for a baggy fit, might not be for you. Super cute tho!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Shannen","So disappointed","I’m so sad about these shorts. I specifically chose this out because they are longer and looked looser - and shorts for me are usually a sensitive subject - I have a small waist but carry my weight in my butt and thighs - I know this so I sized up. But even sizing up I couldn’t even get this over my butt end they were HUGGING my thighs in such an unflattering way. I was so depressed it was really a confidence lowering experience to say the least. If you’re curvy - these aren’t for you, and I’m in that boat. Bummed out. But glad I was able to try these on first before buying online.","9-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","SkyP","So cute and comfy","It was too cold to wear these when I rented these BUT I loved them so much I bought them. I’m too old for short shorts but love the fit of these. They hit mid thigh. I sized up for a slouchier look.","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","FarrellH","Great fit & stretch","Fit super well. Great stretch and length. True to size.","28-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","AZMommy","Boxy, not flattering shorts","I wanted to love these, but they honestly just made me look like I was wearing a box.","27-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","ColeyArnold","Love!","Perfect length for on the go with kids . So comfortable I didn’t have to tug on these at all all day. So good I’m buying!","26-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Missfitts","Great shorts","I normally struggle with Levi’s because they leave a gap from my back to my booty but these didn’t do that they were great! I ended up buying them. Perfect length also","25-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Zayner","Great fit, not too short !","The perfect “short short”! Covers my bum, but is still form fitting and so flattering!","18-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","MBrunsy1","Love","Absolutely love! Buying! Size up in Levi’s always!!","15-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Kcz808","Perfect fit","Great shorts for everyday wear!","14-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Kristinwaslike","Soooo small","Cute on the model but these weren’t just tight they were like impossible to button in a size I normally wear.","5-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Allyh","Odd length is wonderful","I’m obsessed with this mid length short and refuse to give them back. The waist is mid/high rise with only a small gap; good stretch and the dye didn’t stain my skin.","1-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Alinphilly","very distressed","I sized up, hoping to roll these (which wasnt cute), and I wish I got my true size. I think they're more flattering fitting a little tighter / less baggy. I typically wear a 27/28","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","tremendousdynamite","Perfect length shorts, bought em","LOVE these 501s! In the trend of all things mom-jeans, I am so glad to find a pair of mid-thighs that are super flattering, perfect length, perfect leg and waist fit, and have the distressed bottom. They look FANTASTIC with boots or any pair of shoes really, but are the perfect length to elongate your legs without showing all your upper thigh. Huge fan and so glad they are mine to keep!","24-Mar-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","leahandavery","Wow amazing fit","I've never had shorts that don't ride up as little as these ride up. The cut is flattering and although it's stiff denim, they are comfy. If you're between sizes, I'd order a size down though!","22-Mar-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Kenner","Not for big girls","I am a size 32 jeans. I could not get these half way up my legs. There are no stretch in these jean shorts.","11-Mar-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Zekanyr","Big","Way too big for me, could have sized down 2-3 sizes.","27-Feb-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","SaraMaz","Love!","These were perfect. They fit me true to size, with a little wiggle room to look like real vintage Levi’s. I’m always searching for cool but flattering and comfortable shorts for Disneyland days, and these are it! I’m a mom of two, so I like my booty covered and these were a nice length without feeling lame. I am definitely purchasing these. I paired them with a vintage tee and vans.","25-Feb-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=093","Eliza","True to Size, Rigid Denim","TTS, True mid-thigh length, no stretch to the denim","24-Jan-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","Avadizzy","Perfect shorts","These shorts are the perfect fit and such a great length, They're still stylish while being appropriate","15-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","Mandolin","The wash","Levi’s is like that....the blue wash of these was FABULOUS and fit great, this black wash in same size was baggy :/ cute in the right size though!! A summer go-to, purchasing the blue","13-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","Lauryn","Gotta love Levi's","The pair I received was brand new, what an honor :) The destroyed style and length were awesome. I got my normal size but they had more of the relaxed baggy look, which is cool but I'm going to try next time with a size down to get a slightly tighter fit.","13-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","Paigeeee","go to shorts","Love these! got them in black and the light blue jean they fit great - high waisted and love that they aren't super short. love the cut right about mid thigh. Keeping for sure!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","Paigeeee","go to shorts","Love these! got them in black and the light blue jeans the fit great - high waisted and love that they aren't super short. love the cut right about mid thigh. Keeping for sure!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","h3l1ok","PERFECT PAIR","These shorts are comfy and go with everything! They have a bit of a stretch so if you like them fitted I recommend going a size down.","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","jordyyy","SO CUTE, runs super small","I LOVE these shorts and rented them with the intention to buy however the size I ordered was too small. I would suggest sizing up 1 size if you want to order these shorts. Wish I could have worn em!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","YourstylistMC","Comfortable and Cute!","Loving the length. Comfortable! Sized up and they still fit pretty tight as I have an athletic build. If you are hoping for a baggy fit, might not be for you. Super cute tho!","11-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","Shannen","So disappointed","I’m so sad about these shorts. I specifically chose this out because they are longer and looked looser - and shorts for me are usually a sensitive subject - I have a small waist but carry my weight in my butt and thighs - I know this so I sized up. But even sizing up I couldn’t even get this over my butt end they were HUGGING my thighs in such an unflattering way. I was so depressed it was really a confidence lowering experience to say the least. If you’re curvy - these aren’t for you, and I’m in that boat. Bummed out. But glad I was able to try these on first before buying online.","9-May-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","SkyP","So cute and comfy","It was too cold to wear these when I rented these BUT I loved them so much I bought them. I’m too old for short shorts but love the fit of these. They hit mid thigh. I sized up for a slouchier look.","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","FarrellH","Great fit & stretch","Fit super well. Great stretch and length. True to size.","28-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","AZMommy","Boxy, not flattering shorts","I wanted to love these, but they honestly just made me look like I was wearing a box.","27-Apr-2020"
"https://www.nuuly.com/products/501-mid-thigh-shorts?color=010","ColeyArnold","Love!","Perfect length for on the go with kids . So comfortable I didn’t have to tug on these at all all day. So good I’m buying!","26-Apr-2020"
