links_link,links_reviews_name,links_reviews_title,links_reviews_text,links_reviews_date,links_reviews_purpose
https://www.renttherunway.com/pdp/items/THF25,Maggie,Loved the color,I love this jumpsuit! The waist is a bit high so I might size up so you can move around more comfortably. It is a beautiful color and the sleeves are a cool detail,"April 11, 2020",Everyday
https://www.renttherunway.com/pdp/items/THF25,Jennie,Absolutely loved!,This was a great jumpsuit! So comfortable but also classy. The sleeves are a little long but didn't bother me too much.,"April 2, 2020",Work
https://www.renttherunway.com/pdp/items/THF25,Genay,So Many Compliments!,"Fit was so comfortable. Not tight not too roomy. Normally a 4 but sized up to accommodate a large rear. The fabric felt like heaven, non stretch. I am 5'4"" and it just hit the ground with heels. Would have been perfect length with a small platform.","January 11, 2020",Everyday
https://www.renttherunway.com/pdp/items/THF25,Cynthia,Elegant,"The material is thick and luxurious and the look is very elegant, loved the color. The sleeves are a little long and the neckline was a little too high for my taste. Definitely more on the conservative side, but still beautiful","December 26, 2019",Party
https://www.renttherunway.com/pdp/items/THF25,Betsy,Beautiful fabric and color!,"It is a gorgeous jumpsuit and comfortable. It was a little big, so I ended up not wearing it. I would still recommend it. I am 5'8"" and could still wear heels.","November 28, 2019",Party
https://www.renttherunway.com/pdp/items/THF25,Brianne,SIZE UP,Wore to a rehearsal dinner- sizing is actually a UK-8 US-4 and XS- so not your standard sizing. I'm normally a 2 and 5'5 and this fit fine and didn't drag. Nice thick silky material,"November 17, 2019",Wedding
https://www.renttherunway.com/pdp/items/THF25,Lana,Way too big!,"I was so excited for this jumpsuit but it runs extremely large. It is beautifully made but there was no way I could have worn this, every part of it was much too large.","April 3, 2020",Party
https://www.renttherunway.com/pdp/items/THF25,Dorothy,Loved the idea - too baggy,,"March 5, 2020",Work
https://www.renttherunway.com/pdp/items/THF25,Elly,"Lovely fabric, sleeves were too much.","Color and fabric are lovely, but I couldn't get the sleeves to work. They were too long to wear them down (I'm 5' 6"" so I don't understand why they were so long), and too bulky when pushed up.","March 4, 2020",True to Size
https://www.renttherunway.com/pdp/items/THF25,Ann,x,"This jumpsuit was really unflattering on me; it was kind of a clown suit. It ran large, looked like a shapeless sack on me, and felt very '70s in a bad way--polyester without any sexiness. Did not wear.","March 4, 2020",Large
https://www.renttherunway.com/pdp/items/THF25,Jennifer,Didn't wear,Too frumpy. Never wore.,"February 2, 2020",Party
https://www.renttherunway.com/pdp/items/THF25,Jennifer,This outfit MADE my vibe at a cocktail party. The ultimate sexy cool party attire.,"This jumpsuit made me feel like a queen! I loved it. The ultimate power suit...not too flashy, but the fit makes it sexy enough for any occasion. The ONLY con...the legs were a little too long on me. But, still manageable.","January 31, 2020",Large
https://www.renttherunway.com/pdp/items/THF25,Jessica,Not flattering,Loved how this looked on everyone else and was bummed with how it fit my 5'3 body - i think this is a best for tall and slender item!,"January 29, 2020",Other
