"links_link","links_Review_name","links_Review_Title","links_Review_Text","links_Review_Date","links_Review_Purpose"
"https://www.renttherunway.com/pdp/items/NLS126","Lexington","Lady In Red","I absolutely loved this dress! The color, the fit... everything was perfect. I like how thick the belt is - It really defines your waist. Plus it has POCKETS! Obsessed.","March 23, 2020","Other"
"https://www.renttherunway.com/pdp/items/NLS126","Haley","Showstopper","Glamorous and fun!","February 29, 2020","Other"
"https://www.renttherunway.com/pdp/items/NLS126","Olivia","Love !","The sleeves were so feminine and covered my larger arms. Loved the belt and the 40's feel . Runs a bit big , would size down .","February 18, 2020","Large"
"https://www.renttherunway.com/pdp/items/NLS126","Erika","Christmas showstopper","This accentuates you're natural curves and the belt is unbelievable !!","December 25, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/NLS126","Michelle","Fantastic!","What a special piece! The color is an orangey red. The design & length are great. So many compliments!!!","October 3, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Sara","The belt and pockets are everything.","The color and fit are spectacular. Been holding on to this for a month. Worn it four times and response is amazing every time.","August 14, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Sally","Great dress!","Love the pockets and the material. It's thin, but has a good weight to it. I would suggest a strapless bra because the neckline is nice and wide.","August 3, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/NLS126","Kimmie","Red rover, red rover, send this dress back over.","I would wear this dress every day if I could. The sleeves, the cut, the color! A great option for anyone who wants a bold and elegant look with traces of 50s vibes. The retro, oversized belt cinches the waist in just perfectly, and the midi cut (hit me at mid-calf, and I'm 5'4) flatters for any footwear. I tried both the 12, 14 and 16, and found the 14R to work best. It was flattering without being too tight. Heavier and well-made material, but still airy for any season to be honest.","July 31, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/NLS126","Karla","Perfect dress","Man I love this dress. It's comfortable, flattering and has pockets. Great color. Not too low cut. It's probably better for tall people, im 5'10"" and the heavy sleeves tend to slide off my shoulders which would be extra problematic for shorter people. The waist sits right where it should (also a hard thing to find when you're tall) and it's very slimming. It fits pretty generously so you can go down a size. I'd buy this but it's around $600!","July 8, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/NLS126","Eva","I felt and looked fabulous!","This dress generally fits well. It is not for someone who is super busty because you can't wear a bra with it. The sleeves will frequently slip down to reveal your shoulders but I think it works well. The color pops. It's a gorgeous, fabulous, well made piece.","June 30, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/NLS126","Brandee","Burst of color loved it!","Wrinkles easy but is a great shade, tea length if you're short like me, thick belt, quasi 80's sleeve keep a steamer on call though!","June 20, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Charlotte","Yes please!!!","This dress is amaaaazing!!! I'd buy if I could. Got a thousand compliments! The sleeves are very comfortable and the dress is not too heavy like I thought it might be. A real winner! I'm 17 weeks pregnant too and this kept me stylin.","June 16, 2019","Party"
"https://www.renttherunway.com/pdp/items/NLS126","Alynn","Beautiful","Amazing color, sleeves and cinches waist!","June 12, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Georgie","too small","too small","February 23, 2020","Small"
"https://www.renttherunway.com/pdp/items/NLS126","RTR Customer","Pop of color and feminine silhouette!","Has button inside dress to secure bra srap. Pockets! Wide belt cinches waist. Lightweight fabric.","December 9, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/NLS126","Caroline","Stunning Color!","Fit was flattering for an hourglass shape and can be worn by a larger chested customer. 34DD here but beware it dips low in the front. Have appropriate undergarments. Tons of compliments on the color!","September 15, 2019","Party"
"https://www.renttherunway.com/pdp/items/NLS126","Hannah","Fun","Dress is too big of a V neck for work (front and back). Hard to keep on your shoulders if you don't have strong shoulders. But does show off the waist. Wrinkles easily. Color is orangey-red.","August 30, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Natalie","Most compliments ever!","Love this dress! Very flattering and fun! *the front v is a little low when combined with the narrow shoulders. double-stick tape did the trick, though!","August 3, 2019","Large"
"https://www.renttherunway.com/pdp/items/NLS126","Kate","Adorable but too big","It's a beautiful dress and if it fit right it would have been perfect. But it was too big so I looked like an extra in the Handmaid's Tale.","July 27, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Erica","Great dress, but too bold for work","This dress was beautiful, however I rented for work & felt it was too sassy for the office. Did not wear but will keep in mind for future rental (evening out, auction..)","July 26, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Dana","Orange fire","Thought it was red when I rented. Was definitely more orange than red. Wore it anyways and LOVED IT! The belt makes it flattering. Fabric is substantial so undergarments are easy. Beautiful drape and swing on it. Must rent! Especially if you're a tall 💁🏼‍♀️","July 26, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Kiana","Beautiful color and fit","Great overall fit. Slightly low cut but a nice scarf will accent the dress perfectly.","July 20, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Angela think360","Its very pretty but a tad too long for me (I'm 5'6)","too long","July 19, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/NLS126","Marlene","Such an easy-to-wear dress that makes a bold statement thanks to the color and sleeves.","The arms and shoulders run a bit large but otherwise, this was a gem of a dress. Bonus points for the pockets! Fabric does wrinkle a bit in high humidity, but I received many compliments nonetheless.","July 9, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/NLS126","Michal","I felt so cute!","Comfy stylish and gorgeous. Want to stand out? Wear this!!","July 9, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","RTR Customer","Beautiful color and belt","It was too big and had plunging V in front and back.","July 5, 2019","Large"
"https://www.renttherunway.com/pdp/items/NLS126","Lisa","LOOOOOOVE!","This dress is absolute perfection. Incredibly flattering, and it has pockets! Although my regular size did fit, I am long waisted and I felt the belt to hit me a little high. I would likely size up and rent again.","July 3, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Andrea","Amazing","Great dress! Comfortable and got a thousand compliments.","June 20, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Sarah","Gorgeous dress","Beautifully cute dress, great color. Runs a little big.","June 18, 2019","Other"
"https://www.renttherunway.com/pdp/items/NLS126","Alison","Amazing fit and style","Love this dress. Wrinkles easily so get a steamer. Will rent again!","June 13, 2019","Work"
"https://www.renttherunway.com/pdp/items/NLS126","Sarah","Better than the pic","So fun so flattering pockets are great, color is bright. Super comfortable and versatile.","June 13, 2019","Party"
"https://www.renttherunway.com/pdp/items/AID12","RTR Customer","Very pretty but extremely uncomfortable.","This dress is very cute but like many of the other reviews say, the ribbing hurts worse than any other dress I've ever worn. I was so uncomfortable even within an hour of wearing this we ended the date early so I could go home and change. It wasn't because the dress was too tight, this is just poor design. I usually am a size 0 but wore a 4 because I'm 6 months preggo. 4 fit just fine aside from God awful ribbing. Don't make my mistake and rent this because it's ""so cute"" and you think people are just being whiney about the ribbing. This dress stabs you!","March 25, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/AID12","Stephanie","Everyone complimented me on this, and the shoes I wore with it. Both at ceremony and reception","I definitely needed help zipping the dress. I rarely had to do the whole 'strapless dress tug' since it fit so nice.","March 6, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/AID12","RTR Customer","LOVE THIS DRESS","Love this dress. Has an internal bra, which helps the dress stay up easily. So comfy, so much fun to dance in. Got lots of compliments!","February 19, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Lauren","Didn't want to mail this dress back!","This dress fit perfectly and the colors were so vibrant. I received compliments all night! The built in padding allowed me to go without wearing a bra. I gave it 4 stars because the wire from the padding was sticking out and poked into my sides all night. I'd rent it again, even with the wires though!","February 17, 2020","Formal Affair"
"https://www.renttherunway.com/pdp/items/AID12","Bridget","Great dress for warm weather wedding!","Loved this dress except for the boning poking through the bottom of the top. Otherwise great!","February 10, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","RTR Customer","Turn heads all day!","Get ready to turn heads all day and night! I sized up due to availability but the size 2 would fit much better. I just may have to buy this dress! ;)","December 1, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/AID12","Sarah","COMPLIMENTS GALORE!!","Wore this to an afternoon wedding, and it was perfect. The top fit pretty tight, but that was nice because I didn't need to worry about it falling when I was dancing. And speaking of dancing, this dress was so fun on the dance floor. Beautiful color. Great quality.","November 15, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Margaux","Received compliments all night","Loved this rental for a fall wedding - the top was a little tight on my chest but the rest was loose and comfortable for dancing","November 8, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Kelly","Comfortable, fun, stand-out dress!","This dress was extremely comfortable, and so fun! I am 5'2"" and the dress came just above my ankles. Got tons of compliments!","November 7, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Danielle","Gorgeous dress for maternity!","Wore this to a wedding rehearsal at 28 wks pregnant. Super cute and flowy. Somewhat uncomfortable on top bc of the boning of the dress. May work better for smaller bump, and might have been better with one size up. Received a lot of compliments and I felt pretty wearing it!","October 16, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Jordan","Beautiful colors!","This dress fit nicely over my 18 week baby bump and the colors are amazing in person. There was some wired ribbing that started poking out in both the size 4 and 6 that was quite uncomfortable/painful. The 6 fit me better but the wiring was poking out so badly I had to wear the 4. The 4 was comfortable enough, but by the end of the night started bugging me as well. As long as RTR fixes these maintenance issues, it's a great dress! Got lots of compliments!","September 21, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Kelsey","Loved it!","Great dress, really comfortable!","September 17, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Jesse","Fun Color and Flattering","So many compliments and felt great in this dress! Fun color and very flattering! Would absolutely rent again!","September 10, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Jocelyn","Great and tons of compliments","Love this dress, wish I could buy it. Only issue is there is a piece of the boning a bit out of place and it was poking me a bit. Other than that I love and have been looking desperately online to buy!","September 2, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Elizabeth","Love, love, love.","Dress fit perfectly. I'm 5'5, so I imagine this would be even better on someone taller. Might be too long or hit you in the wrong spot if you're under 5'3. Great for bigger chested girls as well. The only issue were the hanger straps that kept popping out. Otherwise, photographed beautifully and fit even better.","August 27, 2019","Party"
"https://www.renttherunway.com/pdp/items/AID12","RTR Customer","A beautiful summer wedding in Chicago. Gorgeous views and the perfect dress to fit the bill!","This dress is fun, flirty, and PERFECT for black tie/black tie optional wedding. My bust is a little smaller so the 4 was a tad looser on me, but I think a 2 would have been too tight. Gorgeous colors. The flowiness of the dress is so fun for the dance floor!","August 26, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/AID12","Lauren","Never leaving the dance floor","I loved wearing this dress! So fun to dance in, runs true to size... if anything go smaller!","August 22, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/AID12","Anna","I got lots of compliments on it and it was perfect for dancing and twirling!","The dress fit exactly as expected! I wear a 36E bra and had no issues with fitting or having the dress fall down. I’m on the shorter side at 5’2 and this dress hit my shins right above my ankles.","August 14, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/AID12","Colleen","Lovely summer dress","Overall this dress was great! However it was a little tight around the chest. This required me to wear my back up dress but meant no bra. Very flattering and fun!","August 9, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","RTR Customer","100% obsessed!","I rented this dress for a formal awards night and got TONS of compliments! The color is absolutely stunning in person and the fit is super comfortable! It is definitely true to size and very flattering! I was also able to dance for hours without tugging on it, which was refreshing! If I could have kept this dress, I would have!! IN LOVE!!","August 8, 2019","Formal Affair"
"https://www.renttherunway.com/pdp/items/AID12","Jamie","Perfect fit at 5 months pregnant","I sized up 1 size because I was 5 months pregnant when wearing this dress, otherwise I would say it runs TTS. I absolutely loved the red and pink colors, and didn't want to take it off at the end of the night! I'm always nervous about long or tea-length dresses given my height (5'1""), but this length was perfect (unfortunately, I don't have a full length pic). I highly recommend.","August 6, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/AID12","Rachel","OBSESSED WITH THIS DRESS","Wow. It truly pained me to return this dress. I almost thought about re-wearing it to another wedding next weekend because it was THAT great. I have never had so many compliments! I'm 5'3"" and 200lbs so and normally wear a 14/16 so I was nervous this wouldn't fit, but it fit like a glove! If you're big chested (like me) you don't need to wear a bra. It flowed perfectly down over my hips and was super flattering with a tan. 11/10 recommend!","August 5, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/AID12","Sarah","So colorful and fun!","So many compliments!","August 5, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/AID12","Sylvie","Great color!","This dress is on the longer side for petite folks. I was at the end of my first trimester and had to go 2 sizes up from my original size as this fabric really doesn't have much give. Still a lovely dress and I received tons of compliments!","July 31, 2019","Small"
