"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date","links_reviews_purpose"
"https://www.renttherunway.com/pdp/items/JG153","Nari","Showstopper of a dress","Absolutely stunning dress. The fabric is thin but not flimsy, with the nude liner stitched to the leopard print. It's styled as a wrap dress but isn't and has a zipper in the back. The fabric has no give at all but the fit is generous everywhere except right under the bust, where the zipper comes together. Having said that, I typically wear a 4 but sized down to a 2, which fit comfortably (I'm a 32B in the chest).","April 29, 2020","Other"
"https://www.renttherunway.com/pdp/items/JG153","Amy","Great dress!!!","I absolutely loved this dress! There is a thigh high slit and it was cold outside for an outdoor wedding in October so I wore over the knee Jeffrey Campbell boots and a fun cropped sweater (seen in pic). I also rented a cute crop light pink jacket from RTR to go with it! Everyone loved the outfit. The back fits so well it is open with spaghetti crisscross straps. Sometimes these sort of designs don't fit me because I have an athletic shoulder build and larger bust, but this one was perfect!!","April 17, 2020","Party"
"https://www.renttherunway.com/pdp/items/JG153","Shelby","Perfect dress for a museum date night!","This dress was so comfortable! It fit perfectly and the material was sheer enough to feel cool, but wasn't see through. The slit was a bit high for winter, but I wore tights and it was fine. Would definitely recommend and rent again!","March 11, 2020","Date"
"https://www.renttherunway.com/pdp/items/JG153","RTR Customer","Loved it!!","The fit was great... the color was great. I got so so many compliments. I used double sided tape to keep the dress in place. I highly recommend this dress.","March 4, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/JG153","RTR Customer","Was a one of a kind dress!","I am 5'7 and wore with sneakers and it was the perfect length! It was a little lose in my chest so could have gone with the 10 but wanted to 12 for my hips! Overall very flattering and loved how it worked on me!","February 27, 2020","Formal Affair"
"https://www.renttherunway.com/pdp/items/JG153","Paige","Gorgeous, comfortable, sexy dress.","This dress is SO flattering. I usually don't feel comfortable with the way long dresses frame my silhouette, but this one hugged every curve just right while being lose enough to gently frame the parts I'd prefer to not emphasize. It was lovely. Definitely tempting to buy it!","February 2, 2020","Party"
"https://www.renttherunway.com/pdp/items/JG153","RTR Customer","Such a fun dress","I was pleasantly surprised with this dress.. I think it runs a little small but not too bad. I'm large chested and solid build, wear a size 4 pants and a small or medium top, but since it's a lower cut I sized up big time knowing boobs are normally an issue. I wore the 10 but probably could have gotten away with the 8, however it would have been too short. Got so many compliments on it and felt sexy and fun but still comfortable in it! Would rent again!","January 29, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/JG153","Alyssa","Best dress to date!! Felt chic and perfect for a Miami girls trip!","Read the reviews about the straps but it fit me perfect, zero fit issues! Felt amazing. Just the right about of sex appeal with the high slit without showing everything off. Perfect in every way!","January 28, 2020","Other"
"https://www.renttherunway.com/pdp/items/JG153","Lydia","The most fabulous dress of all times. Endless compliments! Husband loved it!","This dress was a perfect fit and was absolutely stunning. I will rent this again! Fabulous.","January 5, 2020","Date"
"https://www.renttherunway.com/pdp/items/JG153","Alyssa","Fun dress! Very comfortable!","This dress fit great and was perfect for my friend's NYE wedding.","January 4, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/JG153","Brandi","Great fit for me","Awesome dress with great fit, dress it up or down!","December 31, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/JG153","Amber","Wrap Dress Slit","I enjoyed wearing this dress. Overall the fit was good. The chest area is a bit weird. I have a small chest & did not wear a bra because the back of this dress off backless. When sitting down, the dress opens up like wrap dresses do. It makes all of your legs show. I had on nude color spanx shorts. That made the dress more comfortable when I was sitting, I didn't want to chance flashing anyone! This is a fun, lightweight, sexy dress. I recommend it.","December 30, 2019","Party"
"https://www.renttherunway.com/pdp/items/JG153","Jess","Perfect dress for an evening wedding!","Dress was comfortable and fit my bust - no tape or bra required. I'm normally a size 4 and dress was true to size. It has no stretch and like the other comments, the waist was snug. If your waist is more than 27"", I recommend sizing up to a 6. I'm a 27"" and the waist was snug but not uncomfortable. Length was perfect for 3"" heels. Would definitely wear the dress again!","December 1, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/JG153","Korina","I love that RTR is so varietal!","Fit and length were perfect! It was such a comfortable dress and was a hit!","November 8, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/JG153","T.jones","So many compliments","Elegant without being fussy. Loved the fit and so comfy.","November 8, 2019","Party"
"https://www.renttherunway.com/pdp/items/JG153","Jenna","Definitely a stand out","This dress was amazing! A stand out for sure the length was perfect I'm 5""3 and I work 3 inch shoes And it was great. I did have a little trouble with the right bra bc it's open back I needed a sticky bra but nothing fashion tape couldn't fix.","November 5, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/JG153","Michelle","Easy to wear","This dress is very easy to wear and will be comfortable the entire event. Im not petite but that was the only size they had available, a regular fit would've been better I think. No need to wear a bra for me but you can also do NuBra, i dont think a regular bra could work because the back is low.","October 19, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/JG153","Nathalie","Great dress flattering in all the right places","This was my 1st time using RTR. When the first batch of dresses were a fail-the RTR team came Thru w/ a plan b. This dress arrived the day before my event. I am 3months post partum & breastfeeding which is why I needed a 12 (regular size 6/8). Im 5""4 and this dress fit perfectly. I couldn't have been happier. I felt extremely comfortable and received many compliments.","September 26, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/JG153","Veronica","So obsessed! I wanted to keep it.","This brand is always a hit or miss in sizing for me but the 0P fit perfectly! Everything about this dress was gorgeous that I really wanted to keep it. I struggle with length in maxi dresses but I was able to comfortably wear flats without it looking too long. You can Dress it up or down and versatile for day or night. Material was light and not as formal as the photo may look.","September 18, 2019","Date"
"https://www.renttherunway.com/pdp/items/JG153","Shannon","Finally a maxi for petites","So happy this maxi fit my short body! I did have to wear pretty tall shoes, but didn't need any temporary hemming with fashion tape, which never happens to me with a maxi!! The dress also has a very sexy slit up the front (more like a wrap dress slit, so off to the side) - so it's easy to walk, not too restricting. I was able to go comfortably braless with the 0P and the straps were perfect (not too loose or falling down) - larger chests may want to size up.","September 11, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/JG153","Brittany","Such a fun dress","Loved this dress! I almost bought it, I loved it so much. Gorgeous, comfortable fit, great for a night out.","March 27, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/JG153","Wendy","Fun dress","Fit great","February 29, 2020","Party"
"https://www.renttherunway.com/pdp/items/JG153","Dori","Slinky and thin and runs small","","February 25, 2020","Other"
"https://www.renttherunway.com/pdp/items/JG153","Georgina","38DD : size 12R didn't zip","I wanted to love this dress, but it didn't love me. I'm a 38DD and usually wear a 10/12, but I couldn't even get this to zip all the way up. Nice fabric and flattering style in the front.","February 24, 2020","Party"
"https://www.renttherunway.com/pdp/items/JG153","Sara","Should have seized up","I wish I had rented a larger size because this would have been a blast to wear","February 1, 2020","Other"
"https://www.renttherunway.com/pdp/items/JG153","Michelle","Feline Fancy","Loved this, felt a little bit like I should be in Vegas. The dress smelled a little off, but nothing that some body spray and perfume can't solve.","December 15, 2019","Party"
"https://www.renttherunway.com/pdp/items/JG153","Lorena victoria","Perfect fit and hugs in all the right places","I absolutely love the fit. I had to wear heels with this dress - so renter beware if you are petite. Very lite can be worn during the day or at night","November 5, 2019","Other"
"https://www.renttherunway.com/pdp/items/JG153","RTR Customer","Weird fit for me on top","Very pretty but ended up wearing my backup because the top fit off on me","October 31, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/JG153","Ashley","Great print and style","I thought the chest was slightly large, I am a 34C. The hips were a little tight, if you are in between a size definitely go up. I;m 5'4 and wore 3 inch heels and the dress was LONG (only a long available) So it will work for tall girls too. Two complaints that did not affect my evening at all - the slit is annoying to sit with and walk fast, and the bunching of fabric where it wraps at the waist isn't forgiving in photos. Would rent again if the dress wasn't so memorable!","October 1, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/JG153","Vaibhav (stacey)","Gorgeous but waist is too small and not stretchy","This dress is stunning and I'm so sad about how it fit me. I am 10/12 and pear shaped so my waist is the most narrow part of my torso, yet I couldn't breath when this was zipped in size twelve. It has no stretch and felt like a corset. It was super flattering but I'm too old to not breathe for a cute dress.","September 29, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/LP120","Mickey","Fit perfectly & So comfortable","","March 16, 2020","Vacation"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Wore this for my gender reveal party.","Very comfortable, soft, and true to size. Was able to wear my regular XS even though 13 weeks pregnant with a little bump. If wearing further in pregnancy would of definitely needed to size up to a S for more comfortable fit, but S too big currently. The pink on the dress was very faded and more of a very light blush than what is pictured and why 4 stars given. I’m 5’4” and 125lbs currently. I wore 3 inch wedges and still a little long on me.","March 7, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/LP120","K","Perfect for babymoon","This dress was so comfortable and hugged the 7m bump just right. received tons of compliments. Its a Lilly but i typically buy short dresses from Lilly so it was nice to rent a long run.","January 17, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/LP120","Mia","Lilly!","Vibrant Lilly, easy and beautiful!","December 18, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/LP120","Rachel","A swing and a miss","The dress is in poor condition, colors should be vibrant like shown on site. You can tell the dress has been laundered a lot and the colors have faded. Where the mark is shown on the left side of the photo is on top of a flower that should be pink. I contacted customer service and they were fantastic to work with. The resolved the issues.","November 1, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Comfortable and flattering","Such a comfortable and figure-flattering dress. It's very pretty. I'm 5'2 and the small with heels was just the right length. The medium was too long. Would rent this dress again. Great overall rental experience!","October 28, 2019","Other"
"https://www.renttherunway.com/pdp/items/LP120","Mallory","Beautiful Baby Shower Dress","I wore this dress for my baby shower at 28 weeks. The medium fit just right, if not slightly tight in the chest. Though, I didn't mind it being tight in the chest because that meant I didn't have to worry about anything popping out that I didn't want seen. The dress hit right at my ankles, though at 5'10"" that didn't surprise me. I got a lot of complements and felt comfortable the whole time. Highly recommend!","August 29, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","Katie","My favorite RTR yet!","This is the first RTR rental that I have ever taken out of the bag and put on and said ""YES this fits PERFECTLY!"" I rented this for my baby shower at 26 weeks pregnant. I'm 5'5"" and wore a medium, and the length was perfect with flats. This was the most comfortable dress ever, perfectly appropriate for my tea party baby shower. The fabric is stretchy, and light/breathable and flowy which was perfect for a Mid-Atlantic 85 degree August day. It accommodated the bump comfortably, and I could have worn it later in the pregnancy, too, I'm sure. It was not clingy, it was not hot, it was not see through. The colors are vibrant and beautiful with even some blush/pink tones throughout. Some reviews say this dress is too casual, which is true if you're trying to wear it to a formal wedding, but if you're going to a Spring or Summer daytime party it's perfect! I got a ton of compliments. It's a flattering fit (and honestly I'd rent it even if I wasn't pregnant). You can wear a normal bra with it too! It has the potential to be revealing in the front but I was able to fix that without even using fashion tape. The shoulders have the loops on the inside that fasten to your bra strap and I just positioned them far enough back on the strap and it held the front in place so it didn't show my bra. I did not want to give this dress back! In this dress I felt like I looked good and I felt confident- so important when it's an event where all eyes are on you. I hope RTR carries more like this style because it was seriously the most comfortable rental I've ever received.","August 12, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","Peg","Beautiful colors and great fit","I wore it for an outdoor wedding. I did wear a long slip to avoid see thru. Loved everything about it!","August 8, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/LP120","Catherine","Baby shower dress","I am only 4'11"", so I was nervous with how long the length would be, but my 34 week belly made the length perfect with sandals. I usually wear an XS/S in Lilly pre-pregnancy and weigh 114ish. In the third trimester I weight 140 and this worked perfectly. Band is tight on the upper waist, but not uncomfortable. A bigger size may have been too big in the arms/chest. Perfect for a baby shower.","August 5, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","Megan","Perfect fit at 8 months pregnant!","This dress was perfect for my baby shower. Beautiful print, comfortable stretchy fabric. Medium was short enough to wear with flats.","July 17, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Very comfortable and pretty","Easy and comfortable dress to wear. Very flattering but is a bit long. I am 5'5"" and wore flats and it touched the ground. Overall, loved this dress!","July 4, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/LP120","Dana","Great for a day of sightseeing","This dress was comfortable and the fabric was great. I am 5'8"" and was able to wear very flat minimalist sandals and the length was perfect.","June 14, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/LP120","Elizabeth","Beautiful easy dress","Felt great, moved, and flattered the right places. Only downside was it was incredibly long for a petite person. I used hem tape purchased on Amazon to shorten the dress for the wedding which worked very well. I never tripped on it.","June 7, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/LP120","Erica","Perfect for pregos","Loved this dress so much. I wore the size M at 36 weeks pregnant (I'm a s/xs not pregnant in Lilly dresses) so the sizing is generous. Stretchy but thicker material and easy to wear a normal bra. I'm 5'4"" and wore with flip flops so it was definitely too long but who cares.","June 2, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Perfect non-maternity, bump friendly dress!","I wore this dress for my baby shower and it was perfect!! Super flattering cut (with sleeves) and it worked perfectly with my 8 month baby bump. The bump did affect the length slightly, but it was still perfect. Stretchy material made it comfortable the entire time I wore it—I honestly didn’t want to take it off!","May 28, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/LP120","Erika","Colorful and comfortable dress!","I rented this for a wine tour/bachelorette party that had a floral theme. This dress was so pretty and the colors were so vibrant! It fit perfectly and was a good length for me (I'm 5'10""). I am also three and a half months pregnant but not really showing that much yet and the stomach had enough room for me to be comfortable all day long. Great rental!","May 26, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Perfect dress!","I rented this for my baby shower. I am 5'5 and 35wks at 181lbs. This dress fit perfectly! I got so many compliments and was so sad to return it. My pre-pregnancy weight is 145 so I think a medium would've fit if I hadn't been pregnant. I ordered the XLR as a back up size but I think that would've been much too large. It runs big/looser in the chest and sleeves. But it's a very comfortable dress, and a regular pair of wedges made the length doable. No tripping or holding the dress up. I would 100% order it again.","May 15, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","More casual than anticipated","This dress was pretty and OH SO COMFORTABLE. However, due to its flowy fit and fabric, I felt like it was very casual. I rented this as an option for a rehearsal dinner, but ended up wearing it as a travel dress to the airport. I sized up one size since I wore this at 28 weeks pregnant, but honestly could have worn my regular size due to its cut/style","May 8, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","This dress was so comfortable. It looked dressy but still casual. I would definitely rent this again","I originally ordered this in the XLR. But the large fit perfect.","May 7, 2019","Large"
"https://www.renttherunway.com/pdp/items/LP120","Clara","Beautiful, comfortable, ethereal dress!","Lily Pulitzer seems to never fail. Such amazing comfort and quality. This dress is flattering, easy to wear, and was happiest when worn barefoot on a white sandy beach. It was a dream to wear, and was perfect for family photos. It just flowed and glowed during our sunset photo shoot.","April 29, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Perfect Easter dress!!!","This dress is everything! It's comfortable, the perfect length (I'm 5""3), and so easy to wear! I was a little worried about the faux wrap/crossover at the chest, I didn't want it to be too revealing as I would be wearing it to church. Luckily I had no issues at all! Now I want to buy the dress.","April 24, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Perfect for Easter and Spring","Fit perfectly. Felt very slimming and I got a lot of compliments. Definitely would rent again.","April 23, 2019","Other"
"https://www.renttherunway.com/pdp/items/LP120","Shelly","Perfect Easter Dress","Loved the cozy fabric and gorgeous print. So many compliments!","April 23, 2019","Other"
"https://www.renttherunway.com/pdp/items/LP120","Robyn","I got so many compliments on this dress!","This dress was super comfortable and fit great. I ended up wearing the large just to have a little more breathing room. I'm 5'8 and the length was perfect to wear a small heel with. I would definitely wear this dress again.","April 10, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Dress","The dress was very comfortable and super cute. I love the flowers and the cut was flattering.","April 10, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","Bethany","Great option for pregnant women","This dress was great for pregnancy. I'm typically a size XS or 0 and was 6 months pregnant when I wore this. The empire waist was above my bump so the dress was able to hang nicely over the bump. Was also able to still wear a bra with this dress.","April 8, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Gorgeous color!","Flattering fit!","April 2, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/LP120","Kerri","Short for tall people.","Pretty pattern. Cute dress. I am 5'9"" and it was too short on me.","March 30, 2020","Date"
"https://www.renttherunway.com/pdp/items/LP120","Ashlee","Nice spring dress","Great for baby shower, unfortunately weather was too cold to wear. Better for spring or summer.","March 18, 2020","Party"
"https://www.renttherunway.com/pdp/items/LP120","Sydnie","Flattering and comfortable. Win win.","Fit perfectly. Very flattering on my tall, hourglass frame. Not to booby-licious and very appropriate for a beach wedding. Would 100% rent again.","February 27, 2020","Large"
"https://www.renttherunway.com/pdp/items/LP120","Courtney","Comfy","Planned on wearing to wedding since I was breastfeeding, way too casual and found a better jumpsuit option to rent. Very airy and comfortable, great for day activities or casual dinner","January 25, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Amazing!","Great dress! I wore this a lot and considered buying it. It wasn't too long, the fit was super comfortable and flattering. I really enjoyed having this dress in my closet.","January 16, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Beautiful maxi dress","Beautiful maxi dress. Runs a little large for its size since I'm usually a size small in Lilly. Very flattering dress. It does run long but I wore with wedges and was okay. I recommend this!","December 27, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","Rita","Rented it twice!","I love this dress!!!!!!!!!! So flattering, can dress it up or down. Just perfect.","December 21, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/LP120","Whitney","So Comfortable!","This dress is so comfy and effortless! I own this dress in size Small for my pre-pregnancy size (US 6, 150lb, 5ft 7in), but I needed to rent a larger size for a vacation while pregnant. Size Large was perfect for me at 20 weeks pregnant.","December 5, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/LP120","Whitney","Super comfy dress!","I got a lot of compliments while out and about with my husband for a day date. I am 5'5"" and wore 3"" wedge sandals. The length was good. While the v in front and back are pretty deep, I was still able topp wear a normal bra without it showing.","October 15, 2019","Small"
"https://www.renttherunway.com/pdp/items/LP120","Julianne","Perfect Lilly!!","I rented this for a party/night out. I am usually a 8/Medium in LP but have recently put on some weight. I wanted to rent the M with a L backup but the large was not available. The medium fit fine however I probably could have been more comfortable in the L. I'm 5' 7"" and with flat sandles the bottom touched the floor. I have broad shoulders and felt this was very flattering on me since the neckline and sleeves drew attention away from my shoulders. Perfect for any occasion !","September 26, 2019","Party"
"https://www.renttherunway.com/pdp/items/LP120","RTR Customer","Cute dress . Too bad rtr unlimited service is terrible","One of the few dresses from my last few unlimited membership orders that didn't become suddenly unavailable the day it was supposed to arrive.","September 25, 2019","Other"
"https://www.renttherunway.com/pdp/items/LP120","Rachel","Comfy","Cute and comfortable. Perfect summer dress","August 30, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/SAL51","Meg","Classic poca dot, one of my fave rentals","Fit great, very structured fabric. Wore to old school steakhouse in Palm Springs on our honeymoon.","January 28, 2020","Vacation"
"https://www.renttherunway.com/pdp/items/SAL51","Rebecca","Good: Great flattering fabric, you'll look cute AF Bad: Inner Boning sticks into your ribs","This was my backup dress that I ended up going with for a 70th birthday party. When I first tried on the dress, the one of the boning pieces in the bodice was noticeably digging into my waist. But atlas the first the first dress didn't suffice so backup dress it was. I stuffed the boning back in the seam when I could but it generally did come out throughout the night. Not sure if it was my specific dress or the actual dress design in general. Very flattering silhouette and cut in general. Fabric is very interesting, not what I expected almost neoprene but no quite, but definitely a nice weight while still being light for summertime (New York global warming level summertime). 4 Stars because I looked cute.","September 4, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/SAL51","Li","Totally 50's look","Material is thick enough no need for bra","August 17, 2019","Party"
"https://www.renttherunway.com/pdp/items/SAL51","Dianeth","Classy","Fit to size. Super cute dress and very comfortable to wear. Will look great on almost any body type. Received lots of compliments.","July 24, 2019","Other"
"https://www.renttherunway.com/pdp/items/SAL51","Emily","Great party dress","The boning does poke out of the lining ever so often- so prepare to sit straight the whole time you have this on!","July 18, 2019","Wedding"
"https://www.renttherunway.com/pdp/items/SAL51","Alexis","Felt pretty and could dance easily","Nice dress! Vintage and feminine. The boning inside the dress hurt a bit and poked into my rib cage. Fit true to size. Great length.","June 28, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/SAL51","RTR Customer","Super cute and flirty!","Perfect dress for an end of year award ceremony. Got so many compliments and it fit like a glove!","May 2, 2019","Formal Affair"
"https://www.renttherunway.com/pdp/items/SAL51","RTR Customer","This dress was perfect for a March wedding at a country club!","I am a true 2 and this dress fit perfectly. Was very flattering and comfortable for the most part except for one issue that has been mentioned in previous reviews. I’m not sure why it hasn’t been inspected properly but the boning at the sides is poking through the fabric from wear and tear and the wire was stabbing and scratching my skin during dancing! Was actually painful. Luckily I found a bandaid as a solution but it would be great if it could be mended so no one else has this issue.","March 24, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/SAL51","Lindsey","Flattering and comfortable","The 10 was a bit big, but I went up on the alternate size instead of down per other reviews, so I wore the 10. The off shoulder didn't ride up or down and the length was perfect for me at 5'9"".","December 14, 2018","Party"
