"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=018","Lkrltd","too small","literally the width of my hand before i put it on. I tried to wear it but way too tight in the hips & bust","19-Apr-2020"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=018","Livi","Cute but not for everyone","Definitely runs small, might look better on bigger busts/smaller waists but didn't find it very flattering. The arm holds were bigger than I thought they would be which made it look a little weird also.","5-Mar-2020"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=018","kellyashley","Cute but didn't flatter me","This is a cute top but the bust/neck area fit a little strangely for me so I didn't end up wearing it out.","20-Dec-2019"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=018","nandateix","Not the Best for Larger Busts","This too is absolutely gorgeous but it just didn’t quite fit right in me. I’m a C cup but, it sort of gave the top a weird shape on me. My roommate who is an A-cup tried it and it looked fantastic on her. I think this top is better suited for women with smaller busts.","18-Nov-2019"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=018","broadkill","Bigger Boobs Beware","This is a great top. I got loads of compliments on it. My only complaint is that it fits a little, uh, strange, if you have a larger chest -- or a pair that sits lower on your chest. I found myself constantly tugging the armpits up to make my boobs look less awkward, but then the top bunched up. It is also very stretchy, so perhaps size down!","10-Sep-2019"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=018","ASale","Obsessed -- very flattering","Looks very small when you hold it up, but it stretches perfectly and fits very comfortably. Shows off your collar bones an shoulders very well and got lots of compliments!","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=000","Lkrltd","too small","literally the width of my hand before i put it on. I tried to wear it but way too tight in the hips & bust","19-Apr-2020"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=000","Livi","Cute but not for everyone","Definitely runs small, might look better on bigger busts/smaller waists but didn't find it very flattering. The arm holds were bigger than I thought they would be which made it look a little weird also.","5-Mar-2020"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=000","kellyashley","Cute but didn't flatter me","This is a cute top but the bust/neck area fit a little strangely for me so I didn't end up wearing it out.","20-Dec-2019"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=000","nandateix","Not the Best for Larger Busts","This too is absolutely gorgeous but it just didn’t quite fit right in me. I’m a C cup but, it sort of gave the top a weird shape on me. My roommate who is an A-cup tried it and it looked fantastic on her. I think this top is better suited for women with smaller busts.","18-Nov-2019"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=000","broadkill","Bigger Boobs Beware","This is a great top. I got loads of compliments on it. My only complaint is that it fits a little, uh, strange, if you have a larger chest -- or a pair that sits lower on your chest. I found myself constantly tugging the armpits up to make my boobs look less awkward, but then the top bunched up. It is also very stretchy, so perhaps size down!","10-Sep-2019"
"https://www.nuuly.com/products/janet-sleeveless-turtleneck-sweater?color=000","ASale","Obsessed -- very flattering","Looks very small when you hold it up, but it stretches perfectly and fits very comfortably. Shows off your collar bones an shoulders very well and got lots of compliments!","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/striped-turtleneck-sweater?color=009","voldy","Baggy, cool and fun to wear","This was a bit faded, like others have said, but I didn't mind. The fit was really cool and the mismatched sleeves are fun. Loved wearing this with skinny jeans.","23-Mar-2020"
"https://www.nuuly.com/products/striped-turtleneck-sweater?color=009","lemon14","simply cute","It’s cute and soft, just as pictured. Pretty comfy. Nice going out / work shirt","2-Mar-2020"
"https://www.nuuly.com/products/striped-turtleneck-sweater?color=009","Nettispaghetti","SUPER Sweater","this sweater slaps. its comfy and fairly warm for being on the thinner side. the only reason its not a 5/5 stars is because the colors are NOWHERE near as bright as the photo which was a slight disappointment. i still wore it a good amount tho! Just know the colors are definitely muted","14-Feb-2020"
"https://www.nuuly.com/products/striped-turtleneck-sweater?color=009","hamu","Love!! Super comfy, cool sweater","I loved this sweater. Unfortunately, it was still a bit out of my price range, even with the discount. This sweater is extremely comfortable and lightweight, even though it's a turtleneck. I was kept warm in it, yet was never too hot. I got a lot of compliments when I wore this because the pattern is very unique and cool! Sleeves were just a tad short on me because it's one size fits all I guess. However, everything else was perfect! Wish I could've kept it.","30-Jan-2020"
"https://www.nuuly.com/products/striped-turtleneck-sweater?color=009","clarekhogan","Just okay","This sweater is definitely on the thinner side, but still pretty comfy! I will say though, the colors are a little different than they look in the picture -- the ""red"" is more of a dull fuschia, which was not my favorite.","28-Jan-2020"
"https://www.nuuly.com/products/striped-turtleneck-sweater?color=009","k8isgr8","SO cute, vintage feel and very cozy","I loved this sweater so much! A lot of people asked if it was thrifted or vintage. Perfect boyfriend fit and very soft.","21-Jan-2020"
"https://www.nuuly.com/products/striped-turtleneck-sweater?color=009","Rosefedelia","Love the material and the fit","Wore it with a cute jacket and dark jeans","19-Jan-2020"
