"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/sacha-jacquard-tiered-tunic2?color=001","wordygal","Doesn't fit in bust","If you have a large bust, this is not the dress for you! Did not fit.","18-May-2020"
"https://www.nuuly.com/products/sacha-jacquard-tiered-tunic2?color=001","Racine","Classic","This is a pretty dress for everyday. I ordered the Petite so it would be shorter, the length was good, but it was too tight in shoulders/chest. I'll go up a size if I get this again. I liked the fabric, it wasn't too heavy.","18-May-2020"
"https://www.nuuly.com/products/sacha-jacquard-tiered-tunic2?color=001","_jen","Beautiful Subtle Print But Tight","I think I would have loved this if the fit would have worked! It seems well made and the print is beautiful, but the tunic was just too tight in the bust for me. I will be trying this in the next size!","13-May-2020"
"https://www.nuuly.com/products/sacha-jacquard-tiered-tunic2?color=001","Mph1973","Cute","Cute dress. Not much shape to it, but was lightweight and comfy","4-May-2020"
"https://www.nuuly.com/products/electrified-shirtdress?color=040","StaccatoHD","Bright and chic","Goes well with some keds , great look","17-May-2020"
"https://www.nuuly.com/products/norra-maxi-dress?color=011","AKdressup","disappointed with fit!","The dress looks beautiful on the hanger but once on it’s see through and looks too frumpy. Really baggy especially in the bust.","14-May-2020"
"https://www.nuuly.com/products/norra-maxi-dress?color=011","Mandolin","Frump town","Love the look and feel on the hanger! Maybe it’s my body type...kind of frumped me out a bit","13-May-2020"
"https://www.nuuly.com/products/norra-maxi-dress?color=011","FiFi","Bohemian chic","Beautiful dress but it’s still not warm enough to wear during quarantine! Will rent again for summer when it’s hot outside!","2-May-2020"
"https://www.nuuly.com/products/norra-maxi-dress?color=011","llaw","So cute! But unlined and see-through.","This dress is so flowy and a perfect weight for a hot summer day, but it is not lined so you can see right through the lower half (*especially when the sun hits it). The top isn't as see-through because of the double-layer, but it has a swiss dot texture so it's uncomfortable and scratchy if you don't wear a bra. Too many work-arounds needed to wear this dress for me.","1-May-2020"
"https://www.nuuly.com/products/norra-maxi-dress?color=011","Missakov","Floaty Summer perfection","This dress is just gorgeous. The straps are adjustable so you can wear it where you like. The material is a floaty sort of cottony material, it’s very soft. There is an embroidery in the material which is slightly scratchy so I had to wear a bra with it. It looked lovely on though so totally worth it.","30-Apr-2020"
"https://www.nuuly.com/products/blu-abito-shift-dress?color=009","ivydiVINE","Magical Huge Dress","Super fun artistic dress- feel really creative in it! It does run huge - it's like comically large but I found that to be the fun of it - it felt like dress-up and made me really happy. The only drawback is the fabric is itchy so have to wear something under it.","20-May-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","PhojoAmy","Edgy and fabulous","Knew I was keeping it the moment I put it on. It is sexy in an I don't give a f**k kind way. It does run large and I could have gone down a size but wanted to keep the look of the model. If you look closely she is wearing it oversized.","21-May-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","gionna0nakieta","Easy to wear, fit as expected","Wore this with tennies and sandals. I have a really long torso, and it still fit well! Loved that it disguised my mini baby bump (wore during 12-14 weeks) and would definitely fit for a lot longer with a growing baby body! I was nervous to order because of negative reviews, but loved and am considering purchasing!","20-May-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","HDB","Great for maternity 😂","I wore it 7 months pregnant and it was perfect. Got a medium.","17-May-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","jockjamz","love the style and pattern but way too big","I am always a large in rompers, so i got a large in this lil cutey. WAY TOO BIG. Size down friends.","10-May-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","kategron","Way too big","It’s so large, I could have ordered 2 sizes smaller and it still would have been a baggy fit","2-May-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","heatherclo22","Odd shape","This looks really good on the model but not irl. The waist is every baggy and gave me an egg like shape. Would not recommend.","29-Apr-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","Yogagirl1013","funky fit","funky fit and the crotch hung down really low 😕 cute in the photo but idk who it would fit body style wise","26-Apr-2020"
"https://www.nuuly.com/products/wild-zip-front-romper?color=020","Bking","too big","wayyy to big would be cute with a belt","17-Apr-2020"
"https://www.nuuly.com/products/flora-puff-sleeve-v-neck-blouse?color=079","JAG","Wanted To Love","I really wanted to love this. I knew it would be oversized and cropped but did not realize how open and deep the neckline would be. Because of this, it looks like I am wearing the wrong size top versus a purposeful oversized boxy/ flowy fit. I recommend wearing this with something high waisted. It may look good with a lace bralet underneath. Just know that when you sit down the V on the neckline May dip below your bra band.","11-May-2020"
"https://www.nuuly.com/products/flora-puff-sleeve-v-neck-blouse?color=079","signedsara","Spring to Fall Worthy","I love this top! It is light, flowy, and comfortable. The color is perfect for spring and will work all the way through fall. The v-neck is a little low for my taste but it is an easy fix - I put a pink tank under. I wore it with boyfriend jeans and camel color sandals. I got a couple of compliments and maybe some new Nuuly subscribers. I think I will buy this one!","7-May-2020"
"https://www.nuuly.com/products/gwendolyn-slip-skirt?color=072","","","",""
"https://www.nuuly.com/products/venezia-textured-lace-top?color=031","RJ","I wore it backwards","This top was kind of boxy as the other reviews mentioned. I liked it as a casual throw & go. I have long hair, but for me the breeziness of the v-cut back was awkward and annoying. I ended up wearing it backward. Cute, but not super exciting. I think I could have sized down to reduce the boxiness, too.","8-May-2020"
"https://www.nuuly.com/products/venezia-textured-lace-top?color=031","foodiemama","Just Okay","I really love the idea of this top, but I didn't love it on-- it was just ""okay"". Kind of short and boxy, but awkward to front tuck because it doesn't drape well.","4-May-2020"
"https://www.nuuly.com/products/venezia-textured-lace-top?color=031","Staceystacey","Lace top","Boxy fit- just wasn’t flattering on me.","29-Apr-2020"
"https://www.nuuly.com/products/sandrah-tie-dyed-midi-skirt?color=049","EllenR","Almost bought this skirt!!!","I will definitely be renting again, if not buying. Great fit on the elastic waistband. It's thick enough that it doesn't flip or turn. It's light enough for summer. I wore it with a blue tank top and sandals. If I hadn't already bought a different item in my nuuly shipment this month I would have purchased.","12-May-2020"
"https://www.nuuly.com/products/sandrah-tie-dyed-midi-skirt?color=049","Kim","SO cute and comfy","Really love this skirt. I feel like I could style it in so many ways. Also it is elastic waistband so nice and comfortable. It was long on me, closer to maxi but still looked cute.","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/emma-cropped-wide-leg-pants?color=071","babyjean","Loose, but perfect crop","Loved the color and fabric, but these were pretty large. I wore them bunched with a belt. I did like the rise. Size down.","19-May-2020"
"https://www.nuuly.com/products/emma-cropped-wide-leg-pants?color=071","NewlyNuuly","Great color and well constructed","These pants were very cute. I usually don't wear wide legged pants because I am so short (5'2"") and feel it makes me look even shorter! These didn't do that but the 27P I ordered were way too big. The fabric is super stretchy. I wish I would have gone down at least 1 size.","18-May-2020"
