"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","Kathyleeinparadise","Not forbusty gals","Loved the cut and color of the fabric, but the triangle top was cut so small I was falling out. I looked I belonged in a strip club. Nope.","12-May-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","ShenAnniegans","Versatile dress","I really enjoyed wearing this dress. I actually wore it around while engaging in my daily activities--and it didn't feel too fancy. Although it could definitely be worn out as well. The material is really pretty, although the fabric is a bit heavier on bottom than I would have expected, which worked well for the 80 degree weather, but may have been a bit too heavy in the 90+ degree weather that is on its way.","11-May-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","Hfoster1427","Gorgeous","Loved this dress- the color and fit is perfect","29-Apr-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","IzzyMo","Beautiful dress but too small in the bust","Gorgeous fabric and cut. Unfortunately the dress was too tight in the bust.","20-Apr-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","GG12","Gorgeous!","Good quality and moved beautifully. I didn't get a chance to wear it (social distancing) but will definitely order again!","25-Mar-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","Msgriffin","Georgeous","It was absolutely stunning !","19-Mar-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","Waddles","Great dress for a girl with curves","Got so many compliments on this! Great quality and fit.","3-Mar-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","BrittC","Beautiful, but size up for bust","This dress was gorgeous. It is delicate - it has some metallic thread embellishments - and those were pulled all over the dress when I received it. Nuuly was great and helped me given that I couldn't wear it out (the pull was dead center!) -- but would have loved to wear on vacation. It is fully lined, so it is definitely a bit heavier than a sundress style. I am a 16 in dresses normally, but this was VERY tight in the bust, especially if I wanted to wear a bra. I would size up if you are busty!","18-Feb-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","Lwyett1985","Looks better on the model","I loved this dress from afar even when it was sold on Anthro website. So when I saw it on nuuly in my size I snatched it up. Such a disappointment :-( the straps are so thin and the dress is a heavier knit. It just kind of hung and not in a flattering way. The stitching wasn’t lined up well so the design looked cheap. I just hated it. I think it’s something I’ll admire on others and have to concede it isn’t for me. Saddddd","7-Feb-2020"
"https://www.nuuly.com/products/robin-embroidered-maxi?color=015","bemybadger","Just not well fitting","The silhouette of this dress encourages either no bra or a strapless bra. I found the bust too loose without a bra and too tight with one. Alternatively either too dowdy or too risque, it just clearly wasn't the right dress for me. Also it was much too long for me but I'm not the tallest so I wasn't taken too aback by that. The color, fabric and embroidery were lovely, I'm sure it'd look great on someone taller or with a different bust line.","5-Feb-2020"
