"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/vintage-laura-ashley-cord-jumpsuit?color=049","","","",""
"https://www.nuuly.com/products/vintage-white-mexican-embroidered-dress?color=010","","","",""
"https://www.nuuly.com/products/vintage-edwardian-blouse?color=011","","","",""
"https://www.nuuly.com/products/vintage-embroidered-crop-top?color=410","","","",""
"https://www.nuuly.com/products/vintage-laura-ashley-lace-blouse2?color=011","hayleybird","Got this because my mom used to dress us in matching Laura Ashley","...and I was not disappointed. I knowingly got an XL, so I figured it would be too big, but thought I could wear it as an oversized blouse on tight leggings or tucked into a skirt. I really loved it, but it was clearly too big in the shoulders. If you're not typically wearing an XL, expect an oversized fit, but if you're into that, it's super cute.","15-Oct-2019"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","chelseylang","Could layer with anything","It was cute and comfy. You could where it with jeans and a tank or layer over top a dress. Very versatile!","18-May-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","Rachelantonia","Cut wasn't for me, but cute","I'm a bit of a leather person, and the cut just wasn't what I had anticipated or really wanted, and the vegan leather wasn't even close to authentic.","11-May-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","ChristieC","Beautiful","So pretty, I just had no place to wear it during quarantine","4-May-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","Iamsmith","Didn’t love the style in person","Just didn’t love the cut mixed with the print in person. Felt like too much was going on for the way I wanted to style it. Would be cute with denim and a plain tee.","22-Apr-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","Lisalu1882","Cute but felt cheap","Wore With jeans. A bit tight. Date night!","15-Mar-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","LivNWell","Super cute!","Really loved this item! Very flattering. Received many compliments! Keeping it!","14-Mar-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","Ashg","Bought It","Loved it. Super cute. Fit really well, nice color. Decent quality. Light not too warm. Will be perfect for spring or cooler evenings","6-Mar-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","dudzilla","LOVE this jacket","I don't normally go for a brown leather jacket (OR snakeskin) but had to make an exception for this one and am so glad I did. I CONSTANTLY got compliments on this jacket and felt chic but comfortable in it. If you're on the fence about putting this in your nuuly - DO IT!","26-Feb-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","Ericajean","Soooo cute","This was a perfect casual or going out jacket. it’s not that warm, but it’s worth it for the look","20-Feb-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","Agmilano1","Better in the picture","Looked better in the photo, material felt and looked cheap","9-Feb-2020"
"https://www.nuuly.com/products/sharona-snake-printed-jacket?color=026","Sune","Hard to Style","It is cute but I found it hard to style because it fell at a weird length. Also, it was very stiff and not as comfortable as I would have liked. Good choice for a month but wouldn't buy it.","6-Feb-2020"
